subject_id,subject_label,predicate_id,object_id,object_label,mapping_justification
http://www.w3.org/ns/prov#invalidated,invalidated,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://purl.obolibrary.org/obo/BFO_0000057,has participant,https://w3id.org/semapv/vocab/ManualMappingCuration
http://www.w3.org/ns/prov#wasEndedBy,wasEndedBy,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://purl.obolibrary.org/obo/BFO_0000057,has participant,https://w3id.org/semapv/vocab/ManualMappingCuration
http://www.w3.org/ns/prov#Bundle,Bundle,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://purl.obolibrary.org/obo/BFO_0000031,generically dependent continuant,https://w3id.org/semapv/vocab/ManualMappingCuration
http://www.w3.org/ns/prov#DictionaryInvolvement,,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://purl.obolibrary.org/obo/BFO_0000003,occurrent,https://w3id.org/semapv/vocab/ManualMappingCuration
http://www.w3.org/ns/prov#hadUsage,hadUsage,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://purl.obolibrary.org/obo/BFO_0000121,has temporal part,https://w3id.org/semapv/vocab/ManualMappingCuration
http://www.w3.org/ns/prov#qualifiedEnd,qualifiedEnd,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://purl.obolibrary.org/obo/BFO_0000121,has temporal part,https://w3id.org/semapv/vocab/ManualMappingCuration
http://www.w3.org/ns/prov#used,used,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://purl.obolibrary.org/obo/BFO_0000057,has participant,https://w3id.org/semapv/vocab/ManualMappingCuration
http://www.w3.org/ns/prov#Dictionary,Dictionary,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://purl.obolibrary.org/obo/BFO_0000031,generically dependent continuant,https://w3id.org/semapv/vocab/ManualMappingCuration
http://www.w3.org/ns/prov#wasGeneratedBy,wasGeneratedBy,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://purl.obolibrary.org/obo/BFO_0000056,participates in,https://w3id.org/semapv/vocab/ManualMappingCuration
http://www.w3.org/ns/prov#qualifiedUsage,qualifiedUsage,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://purl.obolibrary.org/obo/BFO_0000121,has temporal part,https://w3id.org/semapv/vocab/ManualMappingCuration
http://www.w3.org/ns/prov#hadMember,hadMember,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://purl.obolibrary.org/obo/BFO_0000178,has continuant part,https://w3id.org/semapv/vocab/ManualMappingCuration
http://www.w3.org/ns/prov#Role,Role,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://purl.obolibrary.org/obo/BFO_0000023,role,https://w3id.org/semapv/vocab/ManualMappingCuration
http://www.w3.org/ns/prov#wasAssociatedWith,wasAssociatedWith,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://purl.obolibrary.org/obo/BFO_0000057,has participant,https://w3id.org/semapv/vocab/ManualMappingCuration
http://www.w3.org/ns/prov#Plan,Plan,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://purl.obolibrary.org/obo/BFO_0000031,generically dependent continuant,https://w3id.org/semapv/vocab/ManualMappingCuration
http://www.w3.org/ns/prov#wasStartedBy,wasStartedBy,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://purl.obolibrary.org/obo/BFO_0000057,has participant,https://w3id.org/semapv/vocab/ManualMappingCuration
http://www.w3.org/ns/prov#hadDictionaryMember,hadDictionaryMember,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://purl.obolibrary.org/obo/BFO_0000178,has continuant part,https://w3id.org/semapv/vocab/ManualMappingCuration
http://www.w3.org/ns/prov#qualifiedStart,qualifiedStart,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://purl.obolibrary.org/obo/BFO_0000121,has temporal part,https://w3id.org/semapv/vocab/ManualMappingCuration
